    NFFT     Time        rms      MHz   MFlops  iters  tplan
  241920  0.0064851  0.00000031  37.30  3335.8     771   0.2
  243000  0.0083056  0.00000030  29.26  2617.1     602   0.2
  244944  0.0098232  0.00000034  24.94  2232.0     509   0.1
  245000  0.0096154  0.00000031  25.48  2280.8     520   0.1
  245760  0.0063211  0.00000031  38.88  3481.0     791   0.2
  246960  0.0095238  0.00000031  25.93  2322.6     525   0.1
  248832  0.0068681  0.00000032  36.23  3247.1     728   0.2
  250000  0.0082645  0.00000034  30.25  2712.1     605   0.1
  250047  0.0163934  0.00000027  15.25  1367.6     305   0.6
  250880  0.0064516  0.00000032  38.89  3487.5     775   0.1
  252000  0.0079872  0.00000033  31.55  2830.6     626   0.2
  252105  0.0182482  0.00000022  13.82  1239.5     274   0.2
  253125  0.0140845  0.00000022  17.97  1612.9     355   0.1
  254016  0.0077160  0.00000034  32.92  2955.4     648   0.2
  255150  0.0108394  0.00000033  23.54  2113.9     462   0.1
  256000  0.0066756  0.00000031  38.35  3444.8     749   0.1
  257250  0.0097809  0.00000032  26.30  2363.5     512   0.1
  258048  0.0067024  0.00000031  38.50  3460.7     746   0.2
  259200  0.0071531  0.00000031  36.24  3258.3     699   0.3
  259308  0.0173281  0.00000024  14.96  1345.6     289   0.1
  262144  0.0067476  0.00000032  38.85  3496.5     741   0.1
  262440  0.0119904  0.00000033  21.89  1970.1     417   0.1
  262500  0.0101626  0.00000032  25.83  2325.0     492   0.1
  263424  0.0080000  0.00000033  32.93  2964.7     625   0.1
  264600  0.0106610  0.00000031  24.82  2235.4     469   0.1
  268800  0.0095602  0.00000031  28.12  2535.6     523   0.2
  268912  0.0090909  0.00000035  29.58  2667.7     550   0.2
  270000  0.0103734  0.00000031  26.03  2348.1     482   0.2
  272160  0.0102041  0.00000031  26.67  2407.7     490   0.2
  273375  0.0158228  0.00000023  17.28  1560.2     316   0.1
  274400  0.0105263  0.00000031  26.07  2354.7     475   0.1
  275562  0.0144509  0.00000036  19.07  1723.1     346   0.1
  275625  0.0174216  0.00000022  15.82  1429.6     287   0.1
  276480  0.0096712  0.00000030  28.59  2583.9     517   0.2
  277830  0.0138337  0.00000031  20.08  1815.9     362   0.1
  279936  0.0129067  0.00000035  21.69  1962.3     388   0.2
  280000  0.0107066  0.00000031  26.15  2366.1     467   0.1
  281250  0.0119332  0.00000034  23.57  2133.1     419   0.1
  282240  0.0099404  0.00000032  28.39  2570.5     503   0.1
  283500  0.0113636  0.00000031  24.95  2259.4     440   0.2
  285768  0.0129067  0.00000034  22.14  2006.5     388   0.1
  286720  0.0096154  0.00000031  29.82  2703.0     520   0.1
  288000  0.0111607  0.00000031  25.80  2339.9     448   0.2
  288120  0.0100806  0.00000034  28.58  2591.8     496   0.7
  290304  0.0109580  0.00000033  26.49  2403.8     457   0.2
  291600  0.0109890  0.00000031  26.54  2408.6     455   0.2
  294000  0.0114073  0.00000030  25.77  2340.9     439   0.1
  294912  0.0102459  0.00000032  28.78  2615.0     488   0.2
  295245  0.0193352  0.00000028  15.27  1387.4     259   0.1
  296352  0.0096899  0.00000032  30.58  2779.6     516   0.1
  297675  0.0204401  0.00000024  14.56  1324.1     245   0.1
  300000  0.0116370  0.00000032  25.78  2345.3     430   0.2
  300125  0.0212195  0.00000022  14.14  1286.7     236   0.1
  301056  0.0107527  0.00000032  28.00  2547.8     465   0.1
  302400  0.0100604  0.00000030  30.06  2736.2     497   0.2
  302526  0.0130208  0.00000036  23.23  2115.1     384   0.2
  303750  0.0134258  0.00000032  22.62  2060.2     373   0.1
  306180  0.0124069  0.00000032  24.68  2248.7     403   0.1
  306250  0.0125195  0.00000032  24.46  2229.0     400   0.1
  307200  0.0106383  0.00000031  28.88  2631.9     470   0.2
  307328  0.0111359  0.00000031  27.60  2515.5     449   0.1
  308700  0.0125824  0.00000032  24.53  2237.0     398   0.1
  311040  0.0115207  0.00000033  27.00  2463.2     434   0.2
  312500  0.0129199  0.00000036  24.19  2207.5     387   0.1
  313600  0.0122440  0.00000032  25.61  2338.2     409   0.1
  314928  0.0123345  0.00000036  25.53  2331.7     406   0.1
  315000  0.0121255  0.00000031  25.98  2372.5     413   0.2
  317520  0.0107296  0.00000032  29.59  2704.3     466   0.1
  320000  0.0097809  0.00000032  32.72  2991.6     512   0.1
  321489  0.0224916  0.00000030  14.29  1307.5     223   0.1
  322560  0.0096154  0.00000031  33.55  3069.3     520   0.2
  324000  0.0108225  0.00000030  29.94  2740.1     462   0.3
  324135  0.0245481  0.00000023  13.20  1208.6     204   0.4
  326592  0.0113122  0.00000033  28.87  2644.1     442   0.2
  327680  0.0113814  0.00000031  28.79  2637.5     440   0.1
  328050  0.0167224  0.00000034  19.62  1797.3     299   0.1
  328125  0.0237337  0.00000025  13.83  1266.7     211   0.1
  329280  0.0215517  0.00000024  15.28  1400.2     232   0.1
  330750  0.0147493  0.00000032  22.42  2055.8     339   0.1
  331776  0.0117925  0.00000032  28.13  2579.9     424   0.2
  333396  0.0153846  0.00000034  21.67  1988.0     325   0.1
  336000  0.0138122  0.00000032  24.33  2232.9     362   0.2
  336140  0.0124883  0.00000035  26.92  2470.7     401   0.3
  337500  0.0131785  0.00000032  25.61  2351.6     380   0.2
  338688  0.0109649  0.00000034  30.89  2837.0     456   0.2
  340200  0.0129870  0.00000031  26.20  2406.8     385   0.2
  343000  0.0139106  0.00000032  24.66  2267.0     360   0.1
  344064  0.0114943  0.00000032  29.93  2752.7     435   0.1
  345600  0.0107234  0.00000031  32.23  2964.8     467   0.3
  345744  0.0125824  0.00000033  27.48  2527.9     398   0.1
  349920  0.0120962  0.00000032  28.93  2663.8     414   0.2
  350000  0.0137363  0.00000033  25.48  2346.3     364   0.1
  351232  0.0128405  0.00000033  27.35  2519.5     390   0.1
  352800  0.0120962  0.00000031  29.17  2687.5     414   0.2
  352947  0.0293311  0.00000024  12.03  1108.8     171   0.2
  354294  0.0180787  0.00000037  19.60  1806.3     277   0.1
  354375  0.0214009  0.00000022  16.56  1526.3     234   0.1
  357210  0.0180418  0.00000033  19.80  1826.1     278   0.1
  358400  0.0108225  0.00000031  33.12  3055.2     462   0.2
  360000  0.0122440  0.00000031  29.40  2713.5     409   0.3
  360150  0.0158978  0.00000032  22.65  2090.8     315   0.1
  362880  0.0152905  0.00000033  23.73  2191.6     327   0.2
  364500  0.0154562  0.00000032  23.58  2178.5     324   0.2
  367416  0.0156007  0.00000036  23.55  2177.0     321   0.1
  367500  0.0146857  0.00000032  25.02  2313.2     341   0.1
  368640  0.0131234  0.00000031  28.09  2597.2     381   0.2
  370440  0.0143903  0.00000032  25.74  2381.0     348   0.1
  373248  0.0145154  0.00000034  25.71  2379.8     345   0.2
  375000  0.0151752  0.00000034  24.71  2287.8     330   0.1
  376320  0.0137200  0.00000032  27.43  2540.1     365   0.1
  378000  0.0130548  0.00000031  28.95  2682.4     383   0.2
  381024  0.0135713  0.00000033  28.08  2602.6     369   0.2
  382725  0.0257212  0.00000024  14.88  1379.8     195   0.1
  384000  0.0141464  0.00000031  27.14  2517.8     354   0.2
  384160  0.0149935  0.00000034  25.62  2376.6     334   0.6
  385875  0.0262189  0.00000022  14.72  1365.6     191   0.1
  387072  0.0139883  0.00000032  27.67  2568.2     358   0.2
  388800  0.0130073  0.00000030  29.89  2775.2     385   0.3
  388962  0.0199033  0.00000032  19.54  1814.5     252   0.1
  390625  0.0273651  0.00000030  14.27  1325.8     183   0.1
  392000  0.0155763  0.00000031  25.17  2338.0     321   0.2
  393216  0.0109890  0.00000032  35.78  3325.1     455   0.1
  393660  0.0191870  0.00000034  20.52  1906.7     261   0.1
  393750  0.0171821  0.00000033  22.92  2129.7     291   0.1
  395136  0.0148600  0.00000034  26.59  2471.9     337   0.1
  396900  0.0170068  0.00000033  23.34  2170.2     294   0.2
  400000  0.0149935  0.00000033  26.68  2482.4     334   0.2
  401408  0.0116279  0.00000033  34.52  3213.0     430   0.1
  403200  0.0146427  0.00000031  27.54  2563.7     342   0.3
  403368  0.0161023  0.00000036  25.05  2332.4     311   0.4
  405000  0.0160256  0.00000031  25.27  2353.8     312   0.2
  408240  0.0147723  0.00000033  27.64  2575.5     339   0.2
  409600  0.0115473  0.00000031  35.47  3306.6     433   0.2
  411600  0.0192909  0.00000031  21.34  1989.7     260   0.1
  413343  0.0309124  0.00000032  13.37  1247.4     162   0.1
  414720  0.0151057  0.00000031  27.45  2561.7     331   0.3
  416745  0.0298317  0.00000025  13.97  1304.0     168   0.1
  419904  0.0154207  0.00000034  27.23  2543.2     325   0.2
  420000  0.0191287  0.00000031  21.96  2050.7     262   0.2
  420175  0.0373717  0.00000022  11.24  1050.1     134   0.2
  421875  0.0264186  0.00000024  15.97  1492.0     190   0.1
  423360  0.0146313  0.00000031  28.94  2704.2     342   0.2
  425250  0.0219470  0.00000032  19.38  1811.5     228   0.1
  428652  0.0207631  0.00000035  20.64  1931.3     241   0.1
  428750  0.0233827  0.00000028  18.34  1715.3     214   0.1
  430080  0.0149275  0.00000032  28.81  2695.9     336   0.2
  432000  0.0168613  0.00000032  25.62  2398.2     297   0.3
  432180  0.0289017  0.00000023  14.95  1399.7     173   0.1
  435456  0.0174825  0.00000035  24.91  2332.9     286   0.3
  437400  0.0175576  0.00000032  24.91  2334.1     285   0.2
  437500  0.0216450  0.00000032  20.21  1893.8     231   0.1
  439040  0.0163399  0.00000032  26.87  2518.2     306   0.1
  441000  0.0178571  0.00000031  24.70  2315.3     280   0.2
  442368  0.0156862  0.00000031  28.20  2644.5     319   0.2
  444528  0.0162444  0.00000034  27.36  2567.1     309   0.2
  448000  0.0142267  0.00000032  31.49  2955.8     352   0.2
  450000  0.0161416  0.00000033  27.88  2617.7     310   0.2
  451584  0.0166502  0.00000033  27.12  2547.4     301   0.2
  453600  0.0157356  0.00000031  28.83  2708.4     318   0.3
  453789  0.0401562  0.00000026  11.30  1061.8     125   0.3
  455625  0.0288703  0.00000024  15.78  1483.3     174   0.2
  458752  0.0160256  0.00000033  28.63  2691.9     312   0.1
  459270  0.0217901  0.00000034  21.08  1982.2     230   0.1
  459375  0.0306307  0.00000024  15.00  1410.4     164   0.1
  460800  0.0165532  0.00000031  27.84  2618.6     303   0.3
  460992  0.0318471  0.00000025  14.48  1361.7     157   0.2
  463050  0.0229537  0.00000031  20.17  1898.4     218   0.1
  466560  0.0207631  0.00000034  22.47  2115.8     241   0.3
  468750  0.0252920  0.00000034  18.53  1745.7     198   0.1
  470400  0.0197158  0.00000033  23.86  2247.9     254   0.2
  470596  0.0204879  0.00000036  22.97  2164.2     245   0.2
  472392  0.0218852  0.00000037  21.58  2034.3     229   0.2
  472500  0.0209859  0.00000030  22.52  2122.0     239   0.2
  476280  0.0193950  0.00000033  24.56  2315.9     258   0.2
  480000  0.0183579  0.00000033  26.15  2467.3     273   0.2
  480200  0.0221585  0.00000030  21.67  2045.0     226   0.1
  483840  0.0182528  0.00000032  26.51  2502.9     275   0.3
  486000  0.0169447  0.00000031  28.68  2709.1     296   0.3
  489888  0.0183150  0.00000035  26.75  2528.0     273   0.2
  490000  0.0238281  0.00000032  20.56  1943.5     210   0.2
  491520  0.0177721  0.00000031  27.66  2614.5     282   0.2
  492075  0.0307467  0.00000026  16.00  1513.1     163   0.1
  493920  0.0179491  0.00000032  27.52  2602.3     279   0.2
  496125  0.0345905  0.00000023  14.34  1356.9     145   0.2
  497664  0.0183866  0.00000033  27.07  2561.2     273   0.3
  500000  0.0241546  0.00000035  20.70  1959.4     207   0.2
  500094  0.0266373  0.00000035  18.77  1777.2     188   0.1
  501760  0.0185874  0.00000032  26.99  2555.9     269   0.2
  504000  0.0176955  0.00000031  28.48  2697.7     283   0.3
  504210  0.0262189  0.00000036  19.23  1821.5     191   0.4
  506250  0.0245672  0.00000031  20.61  1952.4     204   0.2
  508032  0.0225929  0.00000035  22.49  2131.1     222   0.2
  510300  0.0240169  0.00000032  21.25  2014.4     209   0.2
  512000  0.0161542  0.00000031  31.69  3005.6     310   0.2
  514500  0.0384615  0.00000023  13.38  1269.0     130   0.2
  516096  0.0184646  0.00000032  27.95  2652.1     271   0.2
  518400  0.0194253  0.00000032  26.69  2533.1     258   0.4
  518616  0.0212526  0.00000034  24.40  2316.3     236   0.1
  524288  0.0213597  0.00000032  24.55  2331.8     235   0.1
  524880  0.0200781  0.00000034  26.14  2483.7     250   0.2
  525000  0.0277754  0.00000034  18.90  1795.8     181   0.2
  526848  0.0172683  0.00000033  30.51  2899.5     290   0.1
  529200  0.0187970  0.00000031  28.15  2676.5     266   0.2
  531441  0.0398996  0.00000033  13.32  1266.7     126   0.2
  535815  0.0384916  0.00000026  13.92  1324.6     130   0.2
  537600  0.0173551  0.00000031  30.98  2948.4     289   0.2
  537824  0.0252723  0.00000037  21.28  2025.6     198   0.4
  540000  0.0190989  0.00000031  28.27  2692.0     262   0.3
  540225  0.0390019  0.00000023  13.85  1318.9     129   0.2
  544320  0.0189416  0.00000031  28.74  2737.8     265   0.3
  546750  0.0274291  0.00000031  19.93  1899.7     183   0.2
  546875  0.0399616  0.00000029  13.69  1304.2     126   0.2
  548800  0.0265790  0.00000031  20.65  1968.4     189   0.2
  551124  0.0279548  0.00000037  19.71  1880.0     179   0.2
  551250  0.0279984  0.00000030  19.69  1877.5     179   0.2
  552960  0.0172683  0.00000031  32.02  3054.4     290   0.3
  555660  0.0266581  0.00000033  20.84  1988.9     188   0.2
  559872  0.0213098  0.00000036  26.27  2508.4     235   0.3
  560000  0.0216788  0.00000033  25.83  2466.3     231   0.2
  562500  0.0293768  0.00000033  19.15  1828.8     171   0.2
  564480  0.0186309  0.00000033  30.30  2894.5     269   0.2
  567000  0.0213675  0.00000032  26.54  2535.9     234   0.2
  571536  0.0222569  0.00000035  25.68  2455.5     225   0.2
  573440  0.0178850  0.00000032  32.06  3066.7     280   0.2
  576000  0.0191870  0.00000032  30.02  2872.3     261   0.3
  576240  0.0255899  0.00000035  22.52  2154.6     196   1.1
  580608  0.0190114  0.00000034  30.54  2923.8     263   0.3
  583200  0.0202429  0.00000031  28.81  2759.1     247   0.4
  583443  0.0449916  0.00000028  12.97  1241.9     112   0.2
  588000  0.0284535  0.00000031  20.67  1980.3     176   0.2
  588245  0.0574713  0.00000023  10.24   980.9      87   0.3
  589824  0.0178214  0.00000032  33.10  3172.3     281   0.2
  590490  0.0329975  0.00000035  17.89  1715.4     152   0.2
  590625  0.0409836  0.00000024  14.41  1381.5     122   0.2
  592704  0.0274505  0.00000034  21.59  2070.3     183   0.2
  595350  0.0309124  0.00000033  19.26  1847.3     162   0.2
  600000  0.0289469  0.00000033  20.73  1989.3     173   0.2
  600250  0.0336095  0.00000035  17.86  1714.1     149   0.3
  602112  0.0196691  0.00000033  30.61  2938.7     255   0.2
  604800  0.0226244  0.00000033  26.73  2567.1     221   0.4
  605052  0.0295858  0.00000037  20.45  1964.0     169   0.5
  607500  0.0293768  0.00000032  20.68  1986.5     171   0.2
  612360  0.0291152  0.00000033  21.03  2021.6     172   0.2
  612500  0.0304451  0.00000031  20.12  1933.8     165   0.2
  614400  0.0186859  0.00000031  32.88  3161.3     268   0.3
  614656  0.0220264  0.00000034  27.91  2683.0     227   0.2
  617400  0.0339421  0.00000033  18.19  1749.5     148   0.2
  622080  0.0213098  0.00000033  29.19  2809.3     235   0.4
  625000  0.0341199  0.00000036  18.32  1763.4     147   0.2
  627200  0.0211300  0.00000032  29.68  2858.3     237   0.2
  629856  0.0315939  0.00000036  19.94  1920.3     159   0.2
  630000  0.0307228  0.00000032  20.51  1975.2     163   0.3
  635040  0.0284979  0.00000033  22.28  2147.8     176   0.2
  637875  0.0453266  0.00000024  14.07  1356.8     111   0.2
  640000  0.0217731  0.00000033  29.39  2834.7     230   0.2
  642978  0.0378289  0.00000037  17.00  1639.7     133   0.2
  643125  0.0468020  0.00000023  13.74  1325.7     107   0.2
  645120  0.0209205  0.00000032  30.84  2975.6     239   0.3
  648000  0.0270077  0.00000032  23.99  2316.0     186   0.4
  648270  0.0388808  0.00000037  16.67  1609.5     129   0.8
  653184  0.0281777  0.00000037  23.18  2238.9     178   0.3
  655360  0.0204918  0.00000032  31.98  3089.7     244   0.2
  656100  0.0315939  0.00000033  20.77  2006.4     159   0.2
  656250  0.0360836  0.00000033  18.19  1757.2     139   0.2
  658560  0.0255899  0.00000034  25.74  2487.2     196   0.2
  661500  0.0315448  0.00000031  20.97  2027.3     159   0.2
  663552  0.0212195  0.00000032  31.27  3023.9     236   0.4
  666792  0.0323589  0.00000034  20.61  1993.3     155   0.2
  672000  0.0225225  0.00000033  29.84  2887.9     222   0.3
  672280  0.0332161  0.00000036  20.24  1959.1     151   0.5
  675000  0.0346444  0.00000033  19.48  1886.5     145   0.2
  677376  0.0244284  0.00000034  27.73  2685.5     205   0.3
  680400  0.0357143  0.00000033  19.05  1845.7     140   0.3
  686000  0.0298084  0.00000032  23.01  2230.9     168   0.2
  688128  0.0216191  0.00000033  31.83  3086.3     232   0.2
  688905  0.0501563  0.00000028  13.74  1331.9     100   0.2
  691200  0.0231843  0.00000032  29.81  2891.7     216   0.5
  691488  0.0319467  0.00000032  21.65  2099.5     157   0.2
  694575  0.0544327  0.00000024  12.76  1238.1      92   0.2
  699840  0.0338894  0.00000033  20.65  2004.8     148   0.4
  700000  0.0307707  0.00000034  22.75  2208.6     163   0.2
  702464  0.0231843  0.00000034  30.30  2942.4     216   0.2
  703125  0.0520296  0.00000026  13.51  1312.4      97   0.2
  705600  0.0331126  0.00000032  21.31  2070.0     151   0.3
  705894  0.0453266  0.00000037  15.57  1512.9     111   0.3
  708588  0.0379380  0.00000038  18.68  1815.0     132   0.2
  708750  0.0356272  0.00000031  19.89  1933.1     141   0.2
  714420  0.0351289  0.00000034  20.34  1977.4     143   0.2
  716800  0.0239608  0.00000032  29.92  2909.5     209   0.2
  720000  0.0277106  0.00000034  25.98  2527.8     181   0.4
  720300  0.0577407  0.00000023  12.47  1213.7      87   0.2
  725760  0.0255102  0.00000034  28.45  2769.5     196   0.4
  729000  0.0354610  0.00000031  20.56  2001.9     141   0.3
  734832  0.0368222  0.00000035  19.96  1944.4     136   0.3
  735000  0.0396161  0.00000033  18.55  1807.8     127   0.2
  737280  0.0229358  0.00000032  32.15  3132.9     218   0.4
  740880  0.0538474  0.00000024  13.76  1341.4      93   0.2
  746496  0.0266789  0.00000035  27.98  2729.5     188   0.4
  750000  0.0378788  0.00000035  19.80  1932.1     132   0.2
  750141  0.0622106  0.00000029  12.06  1176.7      81   0.2
  752640  0.0260417  0.00000033  28.90  2821.0     192   0.2
  756000  0.0393066  0.00000033  19.23  1878.0     128   0.3
  756315  0.0744485  0.00000023  10.16   991.9      68   0.5
  759375  0.0493643  0.00000023  15.38  1502.5     102   0.2
  762048  0.0364963  0.00000035  20.88  2039.9     137   0.3
  765450  0.0408410  0.00000033  18.74  1831.7     123   0.2
  765625  0.0563553  0.00000026  13.59  1327.7      89   0.2
  768000  0.0258940  0.00000032  29.66  2899.3     194   0.3
  768320  0.0587754  0.00000025  13.07  1277.9      86   0.2
  771750  0.0453266  0.00000030  17.03  1665.0     111   0.2
  774144  0.0254600  0.00000033  30.41  2974.1     197   0.4
  777600  0.0308186  0.00000034  25.23  2468.7     163   0.5
  777924  0.0400000  0.00000035  19.45  1902.9     125   0.2
  781250  0.0438596  0.00000035  17.81  1743.4     114   0.2
  784000  0.0314957  0.00000033  24.89  2437.0     159   0.2
  786432  0.0300337  0.00000033  26.18  2564.2     167   0.2
  787320  0.0403226  0.00000034  19.53  1912.2     124   0.3
  787500  0.0436821  0.00000032  18.03  1765.6     115   0.3
  790272  0.0283810  0.00000035  27.85  2727.7     177   0.2
  793800  0.0398065  0.00000032  19.94  1954.1     126   0.3
  800000  0.0292060  0.00000035  27.39  2685.7     172   0.2
  802816  0.0270693  0.00000034  29.66  2908.7     185   0.2
  806400  0.0275155  0.00000032  29.31  2875.2     182   0.4
  806736  0.0413869  0.00000036  19.49  1912.4     121   0.7
  810000  0.0407139  0.00000032  19.89  1952.4     123   0.3
  816480  0.0389414  0.00000034  20.97  2058.9     129   0.3
  819200  0.0272164  0.00000032  30.10  2956.4     184   0.3
  820125  0.0546026  0.00000024  15.02  1475.4      92   0.3
  823200  0.0415806  0.00000032  19.80  1945.2     121   0.2
  823543  0.0892857  0.00000024   9.22   906.3      56   0.3
  826686  0.0486195  0.00000038  17.00  1671.2     103   0.2
  826875  0.0644030  0.00000024  12.84  1261.9      78   0.3
  829440  0.0276709  0.00000032  29.98  2946.8     181   0.4
  833490  0.0473868  0.00000034  17.59  1729.8     106   0.2
  839808  0.0391172  0.00000037  21.47  2112.5     128   0.3
  840000  0.0424364  0.00000032  19.79  1947.8     118   0.3
  840350  0.0500900  0.00000035  16.78  1650.9     100   0.4
  843750  0.0458045  0.00000034  18.42  1813.2     110   0.2
  846720  0.0341940  0.00000034  24.76  2438.0     147   0.3
  850500  0.0430086  0.00000032  19.78  1947.6     117   0.3
  857304  0.0444602  0.00000036  19.28  1900.2     113   0.3
  857500  0.0456000  0.00000030  18.80  1853.2     110   0.2
  860160  0.0290752  0.00000032  29.58  2916.1     173   0.3
  864000  0.0300330  0.00000032  28.77  2836.7     167   0.4
  864360  0.0412459  0.00000036  20.96  2066.4     122   1.3
  870912  0.0327255  0.00000036  26.61  2625.6     153   0.4
  874800  0.0491714  0.00000034  17.79  1755.8     102   0.4
  875000  0.0500444  0.00000035  17.48  1725.6     101   0.2
  878080  0.0314497  0.00000033  27.92  2756.3     159   0.2
  882000  0.0452523  0.00000032  19.49  1924.8     111   0.3
  884736  0.0292205  0.00000032  30.28  2990.7     172   0.3
  885735  0.0672935  0.00000029  13.16  1300.2      75   0.3
  889056  0.0489224  0.00000035  18.17  1795.6     103   0.3
  893025  0.0674002  0.00000025  13.25  1309.6      75   0.3
  896000  0.0315064  0.00000033  28.44  2811.6     159   0.3
  900000  0.0460826  0.00000034  19.53  1931.5     109   0.4
  900375  0.0914726  0.00000023   9.84   973.5      55   0.5
  903168  0.0306766  0.00000033  29.44  2912.5     164   0.3
  907200  0.0446429  0.00000032  20.32  2010.9     112   0.5
  907578  0.0609877  0.00000039  14.88  1472.6      83   0.5
  911250  0.0501500  0.00000033  18.17  1798.7     100   0.3
  917504  0.0288708  0.00000034  31.78  3147.4     174   0.3
  918540  0.0487868  0.00000035  18.83  1864.8     103   0.3
  918750  0.0512549  0.00000032  17.93  1775.4      98   0.2
  921600  0.0307272  0.00000032  29.99  2971.4     163   0.5
  921984  0.0382753  0.00000035  24.09  2386.5     131   0.2
  926100  0.0465280  0.00000032  19.90  1972.6     108   0.3
  933120  0.0357253  0.00000035  26.12  2590.0     140   0.5
  937500  0.0476904  0.00000034  19.66  1949.9     105   0.3
  940800  0.0330953  0.00000033  28.43  2820.5     152   0.3
  941192  0.0480544  0.00000037  19.59  1943.3     105   0.4
  944784  0.0509693  0.00000036  18.54  1839.7      99   0.3
  945000  0.0526370  0.00000033  17.95  1781.8      95   0.4
  952560  0.0429445  0.00000033  22.18  2202.8     117   0.3
  960000  0.0322533  0.00000033  29.76  2957.5     156   0.4
  960400  0.0463657  0.00000033  20.71  2058.2     108   0.3
  964467  0.0705210  0.00000031  13.68  1359.4      71   0.3
  967680  0.0327388  0.00000033  29.56  2938.6     153   0.4
  972000  0.0442629  0.00000032  21.96  2184.0     114   0.5
  972405  0.0756713  0.00000026  12.85  1278.0      67   0.3
  979776  0.0452567  0.00000036  21.65  2154.3     111   0.4
  980000  0.0452664  0.00000033  21.65  2154.4     111   0.3
  983040  0.0324984  0.00000033  30.25  3010.8     154   0.3
  984150  0.0556390  0.00000034  17.69  1760.7      90   0.3
  984375  0.0738754  0.00000025  13.32  1326.4      68   0.3
  987840  0.0429187  0.00000033  23.02  2291.7     117   0.3
  992250  0.0567078  0.00000032  17.50  1742.8      89   0.3
  995328  0.0354978  0.00000034  28.04  2793.4     141   0.5
 1000000  0.0483748  0.00000035  20.67  2060.1     104   0.3
 1000188  0.0535947  0.00000036  18.66  1859.8      94   0.3
 1003520  0.0349308  0.00000033  28.73  2863.8     144   0.3
 1008000  0.0402524  0.00000034  25.04  2497.1     125   0.5
 1008420  0.0520833  0.00000037  19.36  1930.7      96   0.8
 1012500  0.0549508  0.00000034  18.43  1837.9      91   0.4
 1016064  0.0389466  0.00000036  26.09  2602.9     129   0.4
 1020600  0.0529580  0.00000032  19.27  1923.4      95   0.5
 1024000  0.0348110  0.00000032  29.42  2936.6     144   0.3
 1029000  0.0584004  0.00000033  17.62  1759.6      86   0.3
 1032192  0.0361868  0.00000033  28.52  2849.2     139   0.4
 1036800  0.0360867  0.00000032  28.73  2870.7     139   0.7
 1037232  0.0837087  0.00000026  12.39  1238.1      60   0.3
 1048576  0.0403831  0.00000034  25.97  2596.6     124   0.3
 1049760  0.0540099  0.00000035  19.44  1943.8      93   0.5
 1050000  0.0552033  0.00000034  19.02  1902.2      91   0.3
 1053696  0.0498854  0.00000033  21.12  2113.0     101   0.3
 1058400  0.0588239  0.00000033  17.99  1800.5      85   0.4
 1058841  0.1140130  0.00000026   9.29   929.4      44   0.5
 1062882  0.0642051  0.00000039  16.55  1657.1      78   0.3
 1063125  0.0825971  0.00000023  12.87  1288.4      61   0.4
 1071630  0.0653369  0.00000035  16.40  1642.7      77   0.4
 1071875  0.0827552  0.00000024  12.95  1297.3      61   0.3
 1075200  0.0503101  0.00000032  21.37  2141.0     100   0.4
 1075648  0.0565275  0.00000038  19.03  1906.4      89   0.7
 1080000  0.0554729  0.00000033  19.47  1951.0      91   0.5
 1080450  0.0602454  0.00000031  17.93  1797.3      83   0.3
 1088640  0.0552911  0.00000033  19.69  1974.2      91   0.4
 1093500  0.0503897  0.00000032  21.70  2176.7     100   0.4
 1093750  0.0703057  0.00000034  15.56  1560.4      72   0.3
 1097600  0.0512493  0.00000033  21.42  2148.7      98   0.3
 1102248  0.0552086  0.00000037  19.97  2003.7      91   0.3
 1102500  0.0634804  0.00000032  17.37  1743.0      79   0.4
 1105920  0.0513421  0.00000031  21.54  2162.3      98   0.4
 1111320  0.0524057  0.00000034  21.21  2129.5      96   0.3
 1119744  0.0566122  0.00000035  19.78  1987.3      89   0.5
 1120000  0.0600164  0.00000033  18.66  1875.0      84   0.4
 1125000  0.0641984  0.00000035  17.52  1761.3      78   0.4
 1128960  0.0509092  0.00000033  22.18  2229.4      99   0.3
 1134000  0.0615607  0.00000033  18.42  1852.5      82   0.5
 1143072  0.0649038  0.00000036  17.61  1772.1      78   0.4
 1146880  0.0445222  0.00000032  25.76  2592.6     113   0.3
 1148175  0.0867499  0.00000027  13.24  1332.2      58   0.4
 1152000  0.0554669  0.00000033  20.77  2091.0      91   0.5
 1152480  0.0581566  0.00000037  19.82  1995.2      86   1.7
 1157625  0.0952079  0.00000024  12.16  1224.6      53   0.4
 1161216  0.0575632  0.00000034  20.17  2032.1      87   0.4
 1166400  0.0529734  0.00000033  22.02  2218.8      95   0.6
 1166886  0.0695623  0.00000036  16.77  1690.4      72   0.3
 1171875  0.0871466  0.00000029  13.45  1355.5      58   0.4
 1176000  0.0631813  0.00000032  18.61  1876.7      80   0.4
 1176490  0.0736470  0.00000036  15.97  1610.7      68   0.5
 1179648  0.0453288  0.00000032  26.02  2624.5     111   0.4
 1180980  0.0671932  0.00000036  17.58  1772.7      75   0.4
 1181250  0.0656429  0.00000033  18.00  1815.0      77   0.4
 1185408  0.0531967  0.00000034  22.28  2248.1      94   0.3
 1190700  0.0648076  0.00000033  18.37  1854.1      78   0.4
 1200000  0.0645063  0.00000033  18.60  1878.4      78   0.4
 1200500  0.1039491  0.00000024  11.55  1166.2      49   0.4
 1204224  0.0486847  0.00000032  24.74  2498.2     103   0.3
